acc,proc_acc,dp,eo,eos_neg,method,data,model,fair_method
0.833302622689024,0.9031543995572773,0.09969436535646253,0.044884846241307286,0.03622836264618241,EOs,adult,mlp,labelDebias
0.6872427983539094,0.7801143700424276,0.10700988896343061,0.0555179495315406,0.07745821638281844,DP,adult,svm,labelDebias
0.5486149499416497,0.4263051097583471,-0.1613635825191953,-0.059811206007562345,-0.17277550986096452,EO,adult,svm,labelDebias
0.7745838707696088,0.8690278546393655,0.14619211634137008,0.17991045065531436,0.0858051934226889,EOs,adult,svm,labelDebias
0.6779944289693594,0.6832871652816251,0.014806698611357638,-0.010179481315121475,0.004777890794977202,DP,compas,logreg,labelDebias
0.6796657381615598,0.6814404432132963,0.046499844391803435,0.02304349619253654,0.03501658007927422,EO,compas,logreg,labelDebias
0.6768802228412256,0.6823638042474607,0.030565565063516376,0.0044935942380011085,0.02206496106988265,EOs,compas,logreg,labelDebias
0.6562674094707521,0.6435826408125578,0.10853067281897749,0.10506049573886544,0.08106906161768662,DP,compas,mlp,labelDebias
0.645125348189415,0.628808864265928,0.10817984706672124,0.10905167727107412,0.07868809837665741,EO,compas,mlp,labelDebias
0.6607242339832868,0.6472760849492152,0.11005743357073222,0.10614030812146391,0.08232340048987635,EOs,compas,mlp,labelDebias
0.6657381615598885,0.6722068328716528,-0.0024845870724311547,-0.028663769670019823,-0.008618448360008912,DP,compas,svm,labelDebias
0.6551532033426184,0.641735918744229,0.10093596401206795,0.08960380633864862,0.08344318301032205,EO,compas,svm,labelDebias
0.6551532033426184,0.641735918744229,0.10093596401206795,0.08960380633864862,0.08344318301032205,EOs,compas,svm,labelDebias
0.8265871062992126,0.9028265287271384,0.030939296037099384,-0.15399772125536826,-0.003148864688614181,transfer,adult,logreg,laftr
0.8455954724409449,0.9096619249953815,0.09516540769814867,-0.0006595900998751514,0.02996552522972827,transfer,adult,mlp,laftr
0.42661171259842523,0.42176242379456863,0.09944142837089476,0.12573563293037804,0.08019305243432928,transfer,adult,svm,laftr
0.6763392857142857,0.6641998149861239,0.048165038159111884,0.035745048181127226,0.027454220019275777,transfer,compas,logreg,laftr
0.6568080357142857,0.6521739130434783,0.06415707182502972,0.0446231363239723,0.05475698747074209,transfer,compas,mlp,laftr
0.6802455357142857,0.6753006475485661,0.04890271904321397,0.025900522626833178,0.038689246867685545,transfer,compas,svm,laftr
0.8579939807137154,0.9275041505257333,0.11040532713940257,0.06096670985483488,0.038735492039458,unconstrained_pred,adult,logreg,fairCons
0.8579939807137154,0.9275041505257333,0.11040532713940257,0.06096670985483488,0.038735492039458,pure_fair_pred,adult,logreg,fairCons
0.8091640562619004,0.9109020475926951,-0.027416056694126778,-0.3775677128780066,-0.024314304389032863,part_fair_pred,adult,logreg,fairCons
0.5956636570235243,0.4670724958494743,-0.06384734454219165,-0.1252862317882546,-0.10990732433785055,fine_part_fair_pred,adult,logreg,fairCons
0.8563356059210122,0.9263973436635307,0.11022718160888223,0.07587456040614515,0.03856565005343039,unconstrained_pred,adult,svm,fairCons
0.8560899207665377,0.9260284080427965,0.11034961629709712,0.07639458120697717,0.03863416613835538,pure_fair_pred,adult,svm,fairCons
0.8091640562619004,0.914960339420771,-0.02051280691651977,-0.3276730391249548,-0.019555149830245405,part_fair_pred,adult,svm,fairCons
0.8563970272096308,0.9263973436635307,0.1093058622796027,0.07405448760323297,0.037922304657370884,fine_part_fair_pred,adult,svm,fairCons
0.6774373259052925,0.6777469990766389,0.11585017374105255,0.0955408997686652,0.10136426456971614,unconstrained_pred,compas,logreg,fairCons
0.5459610027855153,0.5475530932594644,-0.001397130121888801,-0.017541327194399936,0.007754094846263659,pure_fair_pred,compas,logreg,fairCons
0.5821727019498607,0.5595567867036011,0.011573134566367549,-0.0024558233007014874,0.015455735521508474,part_fair_pred,compas,logreg,fairCons
0.5493036211699165,0.4995383194829178,0.0,0.0,0.0,fine_part_fair_pred,compas,logreg,fairCons
0.6551532033426184,0.641735918744229,0.10093596401206795,0.08960380633864862,0.08344318301032205,unconstrained_pred,compas,svm,fairCons
0.5504178272980502,0.543859649122807,-0.00035596982487007267,-0.013696370255668167,0.0061827503318296895,pure_fair_pred,compas,svm,fairCons
0.5559888579387187,0.5124653739612188,0.023258409915714373,0.04077604016302161,-0.0008871596750578137,part_fair_pred,compas,svm,fairCons
0.6551532033426184,0.641735918744229,0.10093596401206795,0.08960380633864862,0.08344318301032205,fine_part_fair_pred,compas,svm,fairCons
